train_acc,train_loss,val_acc,val_loss
0.1196236559139785,2.8920655,0.09450892857142858,2.8790107
0.21186155913978494,2.6175685,0.2257142857142857,2.525114
0.29469086021505375,2.398969,0.2717857142857143,2.318241
0.3541666666666667,2.25123,0.31160714285714286,2.1779046
0.3911290322580645,2.1604888,0.3532589285714286,2.0534387
0.40423387096774194,2.1124907,0.39205357142857145,1.9590975
0.43111559139784944,2.051057,0.38084821428571425,1.9612739
0.4470766129032258,2.0203812,0.40531249999999996,1.8950441
0.46169354838709675,1.9841918,0.45165178571428577,1.8156039
0.48672715053763443,1.9432635,0.42874999999999996,1.8914406
0.4957997311827957,1.9128277,0.4503571428571428,1.7748725
0.5026881720430108,1.8828102,0.4513839285714286,1.8094244
0.5126008064516129,1.8617324,0.47299107142857144,1.7385069
0.5265456989247311,1.8271067,0.4966964285714286,1.6936086
0.5421706989247311,1.820387,0.5058035714285715,1.703213
0.5497311827956989,1.7950282,0.5201339285714286,1.6732832
0.5650201612903226,1.7637887,0.4977232142857143,1.6673908
0.5677083333333334,1.7512254,0.5045089285714286,1.6300814
0.5803091397849462,1.7266283,0.5104910714285714,1.6380262
0.5892137096774194,1.7094226,0.5255803571428571,1.636071
0.5883736559139785,1.6933546,0.5214285714285715,1.6087679
0.6048387096774194,1.6828495,0.5274107142857143,1.5675137
0.604502688172043,1.6773441,0.5315624999999999,1.589247
0.6105510752688172,1.6530192,0.5180357142857143,1.5682395
0.619119623655914,1.6405379,0.5367857142857143,1.5488424
0.6271841397849462,1.6354644,0.5471874999999999,1.5662725
0.6313844086021505,1.61745,0.5562946428571428,1.5103858
0.6302083333333334,1.6111225,0.5659375,1.5220344
0.6364247311827957,1.5975385,0.5469196428571428,1.5187997
0.6485215053763441,1.5822434,0.5534375,1.5237663
0.652385752688172,1.5717412,0.5555357142857142,1.4944706
0.6525537634408602,1.5631691,0.5662053571428571,1.4720299
0.6668346774193549,1.5443944,0.57375,1.4632751
0.6700268817204301,1.5320607,0.558125,1.4814868
0.6636424731182796,1.5353839,0.5844196428571429,1.4343891
0.6703629032258065,1.528632,0.5721875,1.4366536
0.6742271505376344,1.5071106,0.5690625,1.44987
0.6752352150537635,1.5178348,0.589375,1.4272008
0.6804435483870968,1.5134535,0.5925,1.4085252
0.6839717741935484,1.4884073,0.5740178571428571,1.4297217
