train_acc,train_loss,val_acc,val_loss
0.10237268518518519,2.9148362,0.2079910714285714,2.8034499
0.15306712962962962,2.7504969,0.2298660714285714,2.676366
0.16984953703703703,2.675949,0.29441964285714284,2.5306914
0.18773148148148147,2.6210904,0.2999107142857143,2.458925
0.20202546296296298,2.586258,0.27151785714285714,2.4415767
0.20862268518518517,2.560787,0.27883928571428573,2.4119341
0.2181712962962963,2.5398672,0.2954910714285714,2.3810244
0.22256944444444443,2.526992,0.3012053571428571,2.3516393
0.22436342592592592,2.520925,0.30044642857142856,2.357719
0.22795138888888888,2.5039184,0.3374107142857143,2.3261743
0.23414351851851853,2.4914048,0.33401785714285714,2.327111
0.23506944444444444,2.4880176,0.3264732142857143,2.2884994
0.2337962962962963,2.479418,0.3186607142857143,2.3287566
0.23894675925925926,2.4755123,0.3170982142857143,2.2872121
0.2447337962962963,2.4707243,0.3264732142857143,2.2749162
0.2458912037037037,2.4559734,0.3186607142857143,2.2855663
0.24930555555555556,2.4513638,0.32776785714285717,2.2645795
0.24230324074074075,2.4534123,0.3246428571428571,2.3006
0.25341435185185185,2.4447513,0.3264732142857143,2.269061
0.25277777777777777,2.4455066,0.32933035714285713,2.2776759
0.2518518518518518,2.4432056,0.32620535714285714,2.2682104
0.25711805555555556,2.4356363,0.33348214285714284,2.2436404
0.25219907407407405,2.4365919,0.3139732142857143,2.2735734
0.25081018518518516,2.437009,0.3249107142857143,2.2492702
0.2552083333333333,2.4208143,0.34964285714285714,2.2366204
0.25613425925925926,2.4260592,0.34183035714285714,2.2166324
0.2561921296296296,2.4260345,0.336875,2.250762
0.258912037037037,2.418973,0.32933035714285713,2.2696471
0.2637731481481482,2.4178925,0.34129464285714284,2.2578552
0.25636574074074076,2.4178498,0.3600446428571428,2.2548058
0.2630208333333333,2.417457,0.3522321428571428,2.2344038
0.26157407407407407,2.41654,0.33714285714285713,2.2391114
0.26296296296296295,2.414632,0.37254464285714284,2.239933
0.2630208333333333,2.411148,0.34910714285714284,2.2354774
0.2642361111111111,2.4139402,0.33999999999999997,2.2325275
0.2605324074074074,2.4112096,0.3582142857142857,2.272574
0.26880787037037035,2.413463,0.35848214285714286,2.238075
0.2648726851851852,2.3955443,0.34183035714285714,2.202955
0.2653935185185185,2.3988447,0.35745535714285714,2.1992383
0.2700810185185185,2.3961246,0.35379464285714285,2.2026637
0.2664930555555556,2.4004607,0.34625,2.2075362
0.26631944444444444,2.4037845,0.35665178571428574,2.2207778
0.2690972222222222,2.402016,0.3595089285714286,2.2297037
0.26875,2.3943152,0.3660267857142857,2.1982894
0.26782407407407405,2.3866904,0.3485714285714286,2.2329707
0.26840277777777777,2.391258,0.3504017857142857,2.2036614
0.2707175925925926,2.3937187,0.3660267857142857,2.2380013
0.2717013888888889,2.3912919,0.35848214285714286,2.1845226
0.27019675925925923,2.3855925,0.35379464285714285,2.187578
0.26869212962962963,2.38458,0.37357142857142855,2.2282233
0.2682291666666667,2.3843932,0.36446428571428574,2.1865516
0.27054398148148145,2.3928185,0.3532589285714286,2.2510104
0.2683449074074074,2.3832622,0.3415625,2.251551
0.27251157407407406,2.3727221,0.35691964285714284,2.1772761
0.277662037037037,2.3735416,0.34910714285714284,2.1987052
0.27326388888888886,2.375128,0.36392857142857143,2.205162
0.27627314814814813,2.389006,0.3475446428571428,2.214559
0.27390046296296294,2.3782697,0.35665178571428574,2.1953125
0.2738425925925926,2.373598,0.35352678571428575,2.1926482
0.2800347222222222,2.376606,0.36392857142857143,2.2024517
0.2715856481481482,2.374971,0.36133928571428575,2.2092996
0.2769097222222222,2.3774726,0.36758928571428573,2.1890895
0.274537037037037,2.3792958,0.36263392857142857,2.1985812
0.2735532407407407,2.3752859,0.35875,2.1989305
0.2773148148148148,2.3728437,0.3509375,2.1929264
0.2738425925925926,2.3763807,0.37174107142857143,2.1922045
0.27337962962962964,2.3700888,0.3595089285714286,2.188
0.27598379629629627,2.3822768,0.36575892857142855,2.199421
0.2737847222222222,2.375977,0.37174107142857143,2.193601
0.2800347222222222,2.3733835,0.3629017857142857,2.176481
0.280150462962963,2.3675473,0.36629464285714286,2.173524
0.27511574074074074,2.3741565,0.3540625,2.2271447
0.2755208333333333,2.3645084,0.3631696428571428,2.2062933
0.27546296296296297,2.3627255,0.3582142857142857,2.208771
0.27621527777777777,2.3701842,0.3610714285714286,2.1868749
0.27800925925925923,2.3750305,0.34910714285714284,2.214443
0.2798611111111111,2.3732975,0.34571428571428575,2.2041287
0.2755787037037037,2.3603885,0.3811160714285714,2.1718624
0.2787615740740741,2.3696158,0.36473214285714284,2.1916015
0.2800347222222222,2.35751,0.36263392857142857,2.1922035
0.2787615740740741,2.3591156,0.37044642857142857,2.1677806
0.27870370370370373,2.366518,0.3829464285714286,2.203919
0.28489583333333335,2.3640785,0.36160714285714285,2.1775496
0.2758101851851852,2.3604565,0.35379464285714285,2.1921747
0.27436342592592594,2.3645215,0.3641964285714286,2.1804147
0.2818865740740741,2.3653958,0.37044642857142857,2.1855707
0.2791087962962963,2.3603766,0.3811160714285714,2.1877847
0.2761574074074074,2.365471,0.3826785714285714,2.1720302
0.2818865740740741,2.3678296,0.3600446428571428,2.1983232
0.2791666666666667,2.3565083,0.35691964285714284,2.2197993
0.2773726851851852,2.3586075,0.3571875,2.1905785
0.284837962962963,2.3618674,0.35977678571428573,2.1920514
0.2802662037037037,2.3525767,0.3522321428571428,2.2105916
0.28859953703703706,2.3536825,0.36392857142857143,2.1998749
0.2818287037037037,2.3680315,0.3805803571428571,2.1833096
0.2767939814814815,2.3662844,0.36915178571428575,2.1609993
0.27696759259259257,2.3647478,0.3748660714285714,2.1799836
0.27881944444444445,2.3454657,0.3766964285714286,2.1886477
0.28142361111111114,2.3609276,0.3720089285714286,2.2278678
0.27824074074074073,2.363262,0.3629017857142857,2.1783314
