train_acc,train_loss,val_acc,val_loss
0.14791666666666667,2.902538,0.2556696428571429,2.5988507
0.23640046296296297,2.8416686,0.2929017857142857,2.4877512
0.2763888888888889,2.804438,0.3545982142857143,2.4099765
0.29010416666666666,2.7980757,0.4061160714285714,2.2776484
0.30734953703703705,2.79523,0.41732142857142857,2.2465882
0.32285879629629627,2.7807703,0.45116071428571425,2.2704368
0.3292824074074074,2.7374864,0.48473214285714283,2.1463578
0.3400462962962963,2.727938,0.4790178571428571,2.0975304
0.3509837962962963,2.76068,0.4998214285714286,2.2173328
0.3546875,2.7440681,0.5021875,2.1928673
0.36412037037037037,2.7557046,0.4888839285714286,2.1528625
0.36452546296296295,2.7238357,0.5279464285714286,2.0576055
0.38038194444444445,2.6982408,0.5492857142857143,2.032179
0.38935185185185184,2.6899111,0.5545089285714286,1.9861523
0.3897569444444444,2.7089784,0.5469642857142858,1.9925349
0.3991898148148148,2.6824272,0.5852232142857143,1.8021415
0.4046875,2.6839278,0.5451339285714286,1.9408789
0.41354166666666664,2.6779757,0.5654464285714286,1.9404457
0.40815972222222224,2.7094257,0.5719642857142857,1.8665224
0.41452546296296294,2.6374967,0.5755803571428572,1.8972394
0.41846064814814815,2.7096975,0.5933035714285715,1.9781927
0.42366898148148147,2.7099311,0.5745535714285714,1.958423
0.42540509259259257,2.7008677,0.5974553571428571,1.9690616
0.4299189814814815,2.6772637,0.5912053571428572,1.878959
0.43020833333333336,2.7089033,0.6164732142857143,1.9452703
0.4371527777777778,2.6474493,0.5971875,1.9325774
0.4353587962962963,2.649495,0.6117857142857143,1.770388
0.43894675925925924,2.659195,0.6120535714285714,1.8789374
0.446412037037037,2.6776602,0.6177678571428571,1.8470728
0.44722222222222224,2.6617184,0.6284375,1.7672999
0.4524884259259259,2.599416,0.6159375,1.8121332
0.4505208333333333,2.67273,0.6281696428571428,1.8486713
0.45532407407407405,2.6533263,0.6086607142857143,1.8265692
0.4579861111111111,2.662359,0.6156696428571429,1.9204953
0.45613425925925927,2.6746492,0.6440625,1.8686529
0.457349537037037,2.6735804,0.6344196428571428,1.751825
0.46319444444444446,2.597061,0.6385714285714286,1.6223567
0.4633101851851852,2.6849854,0.6219196428571429,1.7785575
0.4678819444444444,2.6080503,0.6242857142857143,1.8153597
0.4662615740740741,2.6533008,0.6510714285714286,1.6558559
0.4681712962962963,2.6784577,0.626875,2.0265973
0.4695023148148148,2.632403,0.6193303571428571,1.7854662
0.4711226851851852,2.6474469,0.6224553571428572,1.8089911
0.4752314814814815,2.615637,0.62375,1.7185738
0.478125,2.6394446,0.63,1.8320976
0.47737268518518516,2.6184,0.6287053571428571,1.7165722
0.4789351851851852,2.6349456,0.6495089285714286,1.6406895
0.4799189814814815,2.6926403,0.6461607142857143,1.8177001
0.48217592592592595,2.590343,0.6516071428571428,1.721266
0.48136574074074073,2.5907614,0.6471875,1.6527754
0.4849537037037037,2.622751,0.6136160714285714,1.7466164
0.48819444444444443,2.6086516,0.6713839285714286,1.6548485
0.49016203703703703,2.603692,0.6375446428571429,1.6390517
0.4917824074074074,2.6239932,0.6450892857142857,1.6971033
0.4925925925925926,2.5816562,0.6625446428571429,1.6918344
0.4933449074074074,2.634451,0.645625,1.6475365
0.4902199074074074,2.612277,0.6687946428571429,1.6285038
0.4913194444444444,2.6645322,0.6628125,1.6756731
0.4953125,2.584408,0.6552678571428572,1.6836045
0.49756944444444445,2.6424644,0.6734821428571428,1.6605844
0.5017939814814815,2.5935159,0.6609821428571429,1.7366104
0.5028356481481482,2.597005,0.6615178571428572,1.857872
0.5045717592592592,2.6164877,0.6682589285714287,1.7181892
0.5022569444444445,2.677414,0.6628125,1.7572407
0.49699074074074073,2.6064963,0.6825892857142857,1.6541462
0.5046875,2.6548047,0.6609821428571429,1.7797025
0.5069444444444444,2.61027,0.6734821428571428,1.6929023
0.5065393518518518,2.6173432,0.6562946428571428,1.6526136
0.5045138888888889,2.603769,0.6565624999999999,1.7064993
0.5094328703703703,2.5838113,0.6443303571428571,1.6927067
0.5097800925925926,2.5611172,0.6721874999999999,1.6932911
0.5095486111111112,2.5665314,0.6750446428571428,1.660106
